record_type,year,species,band,beak_length_mm,beak_depth_mm,mid_parent_bd,male_parent_bd,female_parent_bd
heredity,,scandens,,,8.8291,9.3235,,
heredity,,scandens,,,8.8975,9.3198,,
heredity,,scandens,,,8.9734,9.3198,,
heredity,,scandens,,,9.0494,9.3198,,
heredity,,scandens,,,9.1253,9.3273,,
heredity,,scandens,,,9.1253,9.3725,,
heredity,,scandens,,,9.1253,9.3989,,
heredity,,scandens,,,9.1785,9.4253,,
heredity,,scandens,,,9.2848,9.4593,,
heredity,,scandens,,,9.4595,9.4442,,
heredity,,scandens,,,9.3608,9.4291,,
heredity,,scandens,,,9.2089,9.2632,,
heredity,,scandens,,,9.2544,9.2293,,
heredity,,scandens,,,9.3684,9.1878,,
heredity,,scandens,,,9.3684,9.1425,,
heredity,,scandens,,,9.2316,9.1275,,
heredity,,scandens,,,9.1709,9.1802,,
heredity,,scandens,,,9.2316,9.1765,,
heredity,,scandens,,,9.0342,9.2481,,
heredity,,scandens,,,8.8899,9.2481,,
heredity,,scandens,,,8.8291,9.1991,,
heredity,,scandens,,,8.9810,9.1689,,
heredity,,scandens,,,8.8975,9.1765,,
heredity,,scandens,,,10.4089,9.2406,,
heredity,,scandens,,,10.1886,9.3198,,
heredity,,scandens,,,9.7633,9.3235,,
heredity,,scandens,,,9.7329,9.1991,,
heredity,,scandens,,,9.6114,9.2971,,
heredity,,scandens,,,9.5051,9.2443,,
heredity,,scandens,,,9.5127,9.3160,,
heredity,,scandens,,,9.3684,9.2934,,
heredity,,scandens,,,9.6266,9.3914,,
heredity,,scandens,,,9.5354,9.3989,,
heredity,,scandens,,,10.0215,9.5121,,
heredity,,scandens,,,10.0215,9.6176,,
heredity,,scandens,,,9.6266,9.5535,,
heredity,,scandens,,,9.6038,9.4668,,
heredity,,scandens,,,9.4063,9.3725,,
heredity,,scandens,,,9.2316,9.3348,,
heredity,,scandens,,,9.3380,9.3763,,
heredity,,scandens,,,9.2620,9.3839,,
heredity,,scandens,,,9.2620,9.4216,,
heredity,,scandens,,,9.4063,9.4065,,
heredity,,scandens,,,9.4367,9.3348,,
heredity,,scandens,,,9.0342,9.4442,,
heredity,,scandens,,,8.9430,9.4367,,
heredity,,scandens,,,8.9203,9.5083,,
heredity,,scandens,,,8.7835,9.4480,,
heredity,,scandens,,,8.7835,9.4781,,
heredity,,scandens,,,9.0570,9.5950,,
heredity,,scandens,,,8.9354,9.6101,,
heredity,,scandens,,,8.8975,9.5686,,
heredity,,scandens,,,8.8139,9.6365,,
heredity,,scandens,,,8.8671,9.7119,,
heredity,,scandens,,,9.0873,9.8213,,
heredity,,scandens,,,9.2848,9.8250,,
heredity,,scandens,,,9.2392,9.7609,,
heredity,,scandens,,,9.2924,9.6516,,
heredity,,scandens,,,9.4063,9.5988,,
heredity,,scandens,,,9.3152,9.5460,,
heredity,,scandens,,,9.4899,9.6516,,
heredity,,scandens,,,9.5962,9.7572,,
heredity,,scandens,,,9.6873,9.8854,,
heredity,,scandens,,,9.5203,10.0023,,
heredity,,scandens,,,9.6646,9.3914,,
